PALABRA,TEMATICA - HOMOLOGACION,TEMATICA - PQR,SUBTEMATICA - SEGUIMIENTO RESPUESTA ,SUBTEMATICA - EQUIPO BLOQUEADO,SUBTEMATICA - OTROS,SUBTEMATICA - IMPOSIBILIDAD OBTENER REQUISITOS,SUBTEMATICA - PROBLEMAS DE REGISTRO,SUBTEMATICA - REALIZAR EL TRAMITE HOMOLOGACION,SUBTEMATICA - PETICION POR FORMULARIO,SUBTEMATICA - EQUIPO NO HOMOLOGABLE VENDIDO POR AUTORIZADO,SUBTEMATICA - CONSULTA DE PERTINENCIA,SUBTEMATICA - EQUIPO NO HOMOLOGABLE VENDIDO POR COMERCIO COLOMBIANO,SUBTEMATICA - CORRECION CARTA DE HOMOLOGACION,SUBTEMATICA - COMPLEMENTACION POSTULACION,SUB-SUBTEMATICA - NO APLICA
constituye,3,12,0,0,0,0,0,0,12,0,1,0,1,1,15
p.msonormal,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
aumentan,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
inclusive,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
reception,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
indicarse,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
debemos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2017718756,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
fallo,1,4,0,0,1,0,0,0,4,0,0,0,0,0,5
4:41,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
telecomunicaciones,2,25,0,2,0,0,0,0,25,0,0,0,0,0,27
cobro,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10
gilat,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
confidential,2,11,0,0,0,0,0,0,11,1,1,0,0,0,13
a.m.,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
plantilla,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
105,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
ayudar,3,0,0,1,0,2,0,0,0,0,0,0,0,0,3
43a,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
antv,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
prácticas,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
out,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
apoyen,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
versión,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
inaplicación,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
hector,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
peor,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
comunicaion,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
obsequio,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
precisamente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
consumidores,0,11,0,0,0,0,0,0,11,0,0,0,0,0,11
elegido,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
necesita,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
sercomred,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
of,7,32,0,1,0,0,0,0,32,1,5,0,0,0,39
devolución,1,3,0,1,0,0,0,0,3,0,0,0,0,0,4
propietario,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
radiación,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
imputables,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
asia-europa,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
dispositivo,8,0,0,7,0,0,0,0,0,0,0,0,0,1,8
respuesta,36,53,5,19,1,4,0,0,53,1,3,0,1,2,89
.0001pt,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
5-53,3,6,0,0,0,0,0,0,6,0,1,0,1,1,9
electrificadora,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
fiar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
verificó,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
renta,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
tome,2,2,0,1,0,1,0,0,2,0,0,0,0,0,4
contratado,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
tratar,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
aseguró,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
chip,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
generado,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
viabilidad,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
discriminatoria,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
unión,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
cuentas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
llego,3,2,0,3,0,0,0,0,2,0,0,0,0,0,5
21/feb/2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
registro,9,12,1,3,1,1,0,1,12,1,0,1,0,0,21
italia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
'juan,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
alegatos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
will,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
3105114,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
recientemente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
expida,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
sanitarias,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
instalaron,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
2269,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
fabricación.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ocasión,2,3,0,1,0,0,0,0,3,0,1,0,0,0,5
electrotécnico,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014-12-30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
informamos,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
motivada,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
información,45,72,1,31,7,4,0,1,72,0,1,0,0,0,117
municipio,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
generadas,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
vulnerando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
18,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
dirigirlas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
llenar,1,2,0,1,0,0,0,0,2,0,0,0,0,0,3
repito,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7517392,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
anulara,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
30,3,18,0,2,0,0,0,0,18,1,0,0,0,0,21
gastos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
desconocidos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
batería,3,1,0,2,0,1,0,0,1,0,0,0,0,0,4
tortuoso,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
físicas,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
especiales,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
soportar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
creo,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
ajuste,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
debida,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
nicolas,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
comento,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
defensa,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
subparte,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
most,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
acuerdo,3,19,0,1,1,0,0,0,19,0,0,0,1,0,22
vea,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
ayudaran,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
asi,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
ortegon,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
fccid.io,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
page,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
resolvería,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
subgerente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
conocimiento,1,5,0,1,0,0,0,0,5,0,0,0,0,0,6
saldos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
fraudulenta,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
podremos,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
provistos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
amplia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
manejo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
11,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
tomando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
s.a.s,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
incomunicado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
clases,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
prime,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
regresando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
multinacional,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
anulación,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ingresando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
tutorial,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
anteceden,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
¡gracias,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
candidato,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
guerra,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
letras,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
áreas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
notificación,2,7,0,2,0,0,0,0,7,0,0,0,0,0,9
question,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
propia,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
ánimo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
autenticada,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6a,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
competitividad,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
intimidarme,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
va,2,5,0,1,0,0,0,0,5,0,0,1,0,0,7
59a,3,8,0,0,0,0,0,0,8,0,1,0,1,1,11
anunciadas,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
sola,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
domina,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
ejemplo,3,3,0,2,0,0,0,0,3,0,1,0,0,0,6
correo,34,39,3,24,3,3,0,0,39,1,0,0,0,0,73
inadecuada,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
originan,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
110221,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
cambiar,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
caused,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ubicados,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
copiar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
reside,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
fibra,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10
llegan…,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
presentaba,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
rural,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
habia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
aquel,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
interpuesta,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pudieron,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
kung,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
frecuencia,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2
identify,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
c.c,2,5,0,1,1,0,0,0,5,0,0,0,0,0,7
esposo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
notificando,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
consistente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
intervendrá,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
afectar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
transporte,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
city,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
entirety-jcelis,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
867489029677710,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
gyeonggi-do,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
andriod,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
party,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
dispositivos,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
project,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
atenderme,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
dando,2,1,0,1,0,0,0,0,1,0,0,0,0,1,3
could,1,3,0,0,0,0,0,0,3,0,1,0,0,0,4
impreso,3,0,0,2,0,1,0,0,0,0,0,0,0,0,3
europea,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4
re,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
porcentaje,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cliente.con,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
evidencia,3,0,0,2,1,0,0,0,0,0,0,0,0,0,3
teléfono,51,23,1,36,2,5,0,4,23,0,1,0,1,1,74
claridad,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2
aunque,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
site,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
casi,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
uhf,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,0,16,0,0,0,0,0,0,16,0,0,0,0,0,16
publicidad,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
principal,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
reglamentaria,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
571,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
naturaleza,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
referirse,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
pagan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,10,28,0,9,1,0,0,0,28,0,0,0,0,0,38
print,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
alude,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
access,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
fijará,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
supone,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
placa,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2
temporal,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2635455,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
menos,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
aun,6,1,1,3,0,0,1,0,1,1,0,0,0,0,7
cmiit,32,0,0,32,0,0,0,0,0,0,0,0,0,0,32
radique,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
vd,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
etiqueta,23,0,0,20,0,3,0,0,0,0,0,0,0,0,23
asignaron,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pagare,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
plantea,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
available,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
movil,4,3,0,4,0,0,0,0,3,0,0,0,0,0,7
whu400,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
reposición,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
admitir,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
must,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
recurro,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
monterey,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
originated.”,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
29,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
adquiridos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
reparados,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
reciba­,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
encontrarás,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
facturasmovistar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9a,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
ana,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
?agradezco,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
clausulas,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
realicen,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
león,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
superintendencia,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
inicial,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
teléfonos,4,5,0,3,0,1,0,0,5,0,0,0,0,0,9
notificaron,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
telefonica.com.co,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
ministerio,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
entender,2,2,0,2,0,0,0,0,2,0,0,0,0,0,4
numérica,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10
316,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
jefe,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
10:08:25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
corroborar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7:50am,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
setenta,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
norteamericano,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
entenderá,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
vargas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
88,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
buena,1,6,0,0,1,0,0,0,6,0,0,0,0,0,7
martínez,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
12.132.559.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
508,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
expuestos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
temas,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
quiere,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
mal,1,4,0,0,0,0,0,0,4,1,0,0,0,0,5
2017715120,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ninguna,4,5,1,3,0,0,0,0,5,0,0,0,0,0,9
temporalmente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
recae,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
importe,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
nación,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
propiciará,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
found,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
assistant,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
siguiente,15,14,0,9,0,1,0,0,14,2,1,0,1,1,29
absteniéndose,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
electrónica,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
presentados,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
t5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ask,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
apreciaría,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
notifique,1,3,0,0,0,0,0,0,3,1,0,0,0,0,4
estética,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
acuerdos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
européenne,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
submarino,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
imposición,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
obligar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
resolvieron,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
fondo,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
aclaración,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2
tornaba,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
empresariales,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
facturaba,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
suscripción,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
autorización,1,10,0,1,0,0,0,0,10,0,0,0,0,0,11
158,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1113649737,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
nelly,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
constante,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
empleados,0,11,0,0,0,0,0,0,11,0,0,0,0,0,11
aspectos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
.if,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4507,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2
acceder,1,6,0,1,0,0,0,0,6,0,0,0,0,0,7
viendo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
excelente,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
recibir,3,19,0,3,0,0,0,0,19,0,0,0,0,0,22
estragos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
contribuyente,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
publicación,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
fitosanitaria,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
protocol,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
resuelve,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
centuritech,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
comercializados,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
pido,1,2,0,1,0,0,0,0,2,0,0,0,0,0,3
do,24,21,0,21,0,2,0,0,21,0,1,0,0,0,45
cellallure,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
usando,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
retirar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50690,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
cumplimento,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
sector,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
llamar,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
conlleve,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
comunicaron,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
resolucion,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
reportar,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
carrera,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
soporte,3,5,0,2,0,0,0,0,5,0,0,1,0,0,8
postulados,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
regalaban,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
//www.sgs.com/en/terms-and-conditions.aspx,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
04-04,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
satisfacción,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
201779395,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2017717856,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
categoría,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
referente,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
decía,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
inglés,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
fundamentales,1,3,1,0,0,0,0,0,3,0,0,0,0,0,4
contenidas,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
10-10-2.015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
lcano,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
consulta,3,11,1,0,0,0,0,0,11,0,2,0,0,0,14
regón,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5148866,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
10-10-2.014,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
atendiendo,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
testigos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
entran,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
satisface,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
metacon,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
analizado,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
contable,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
agradeciendo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
leidy,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
business,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
sept/2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
emita,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
bloquea,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
roja,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
pasados,4,1,0,2,1,0,0,0,1,1,0,0,0,0,5
201778631,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
mensuales,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
2017715706,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
especificas,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
constitución,1,7,1,0,0,0,0,0,7,0,0,0,0,0,8
clients’,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ace,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
saludos,3,12,0,1,0,0,0,0,12,0,1,0,1,0,15
suspendido,1,2,1,0,0,0,0,0,2,0,0,0,0,0,3
algun,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
trasladarme,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
twitter,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
índices,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
tradicionales,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
precisa,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
cordialmente,2,19,0,1,0,0,0,0,19,0,0,0,0,1,21
misuse,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
dejara,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
certificate,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
juan.hernandez,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
y/o,4,20,0,1,0,0,0,0,20,0,3,0,0,0,24
